"Catégorie";"ID";"Label IEATC";"Correspondance MTC";"Patterns directs";"Expressions sémantiques reconnues"
"3 — Localisation / Axe";"yang_ming";"Yang Ming (E + GI)";"Yang Ming (阳明)";"yang ming | yan ming";"selles molles le matin | diarrhee entre 5h et 7h | atteinte du yang ming | syndrome yang ming"
"3 — Vaisseau merveilleux";"ren_mai";"Jenn Mo / Ren Mai (Vaisseau Conception)";"Ren Mai (任脉)";"ren mai | vaisseau conception | jenn mo";"merveilleux vaisseaux | qi jing ba mai | jenn mo | jenn mo fragilise | jenn mo insuffisant"
"3 — Vaisseau merveilleux";"dai_mai";"Taé Mo / Dai Mai (Vaisseau Ceinture)";"Dai Mai (带脉)";"dai mai | vaisseau ceinture | tae mo";"merveilleux vaisseaux | qi jing ba mai | tae mo"
"3 — Vaisseau merveilleux";"chong_mai";"Tchrong Mo / Chong Mai (Vaisseau Pénétrant)";"Chong Mai (冲脉)";"chong mai | vaisseau penetrant | tchrong mo | tchrong mai";"merveilleux vaisseaux | qi jing ba mai | tchrong mo | le tchrong mo ne distribue plus"
"3 — Vaisseau merveilleux";"du_mai";"Tou Mo / Du Mai (Vaisseau Gouverneur)";;"du mai | vaisseau gouverneur | tou mo";"merveilleux vaisseaux | qi jing ba mai | tou mo | tou mo insuffisant | tou mo fragilise"
"3 — Vaisseau merveilleux";"yang_wei_mo";"Yang Oé Mo / Yang Wei Mo";"Yang Wei Mai (阳维脉)";"yang wei mo | yang wei | yang oe mo";"merveilleux vaisseaux | qi jing ba mai | yang oe mo"
"3 — Vaisseau merveilleux";"yang_qiao";"Yang Tsiao Mo / Yang Qiao Mo";"Yang Qiao Mai (阳跷脉)";"yang qiao | yang qiao mo | yang tsiao mo | yang tsiao";"merveilleux vaisseaux | qi jing ba mai | yang tsiao mo"
"3 — Vaisseau merveilleux";"yin_wei_mo";"Yin Oé Mo / Yin Wei Mo";"Yin Wei Mai (阴维脉)";"yin wei mo | yin wei | yin oe mo";"merveilleux vaisseaux | qi jing ba mai | yin oe mo"
"3 — Vaisseau merveilleux";"yin_qiao";"Yin Tsiao Mo / Yin Qiao Mo";"Yin Qiao Mai (阴跷脉)";"yin qiao | yin qiao mo | yin tsiao mo | yin tsiao";"merveilleux vaisseaux | qi jing ba mai | yin tsiao mo"
"3 — Élément (5E)";"element_bois";"Bois (Foie / VB)";"Mu (木)";"element bois | bois element | le bois | mouvement bois";"rein ne peut plus soutenir le foie"
"3 — Élément (5E)";"element_eau";"Eau (Rein / Vessie)";"Shui (水)";"element eau | eau element | l eau | mouvement eau";"eau insuffisante pour ancrer | bois mal nourri par l eau"
"3 — Élément (5E)";"element_feu";"Feu (Cœur / IG)";"Huo (火)";"element feu | feu element | le feu | mouvement feu";
"3 — Élément (5E)";"element_metal";"Métal (Poumon / GI)";"Jin (金)";"element metal | metal element | le metal | mouvement metal";
"3 — Élément (5E)";"element_terre";"Terre (Rate / Estomac)";"Tu (土)";"element terre | terre element | la terre | mouvement terre";
"4 — Stratégie thérapeutique";"ancrer_yang";"Ancrer le Yang (nourrir le Yin pour stabiliser)";;"ancrer le yang | yang a ancrer | le yang doit etre ancre | ramener le yang vers le bas | stabiliser le yang | enraciner le yang | yang a enraciner | reenraciner le yang | yang flottant a ancrer";"ancrer le yang | le yang doit etre ancre | ramener le yang vers le bas | yang a ancrer"
"4 — Stratégie thérapeutique";"calmer_bois";"Calmer le Bois (Foie/VB en excès)";"Ping Gan (平肝)";"calmer le bois | calmer le foie | disperser le bois | apaiser le bois | drainer le foie | apaiser le foie | foie a calmer | bois en exces a calmer | ramener le foie | reduire l exces de bois";
"4 — Stratégie thérapeutique";"consolider_terre";"Consolider la Terre (Rate/Estomac)";"Bu Tu (补土)";"consolider la terre | soutenir la rate | consolider rate estomac | soutenir la rate estomac | tonifier la rate | renforcer la terre | terre a consolider | soutenir la terre | la terre a besoin de soutien";
"4 — Stratégie thérapeutique";"corriger_cycle_rae";"Corriger un cycle Raé (Ko inversé / Rébellion)";"Fan Ke — Contre-attaque / Ko inversé";"cycle rae | rae | ko inverse | rebellion du cycle ko | cycle ko inverse | element rebelle | rébellion element | corriger le cycle rae | traiter le cycle rae | contre-attaque cycle ko";
"4 — Stratégie thérapeutique";"debloquer_cycles_cheng";"Débloquer les cycles Cheng (global)";"Sheng Ke — Cycle d'engendrement global";"debloquer les cycles cheng | debloquer les cycles sheng | cycle d engendrement | cycle nourricier | relancer le cycle nourricier | debloquer le cycle nourricier | faire circuler le cycle cheng | harmoniser les cycles cheng | debloquer le cycle d engendrement";
"4 — Stratégie thérapeutique";"disperser_yang_foie";"Disperser / Abaisser le Yang du Foie";"Ping Gan Qian Yang (平肝潜阳)";"disperser le yang du foie | abaisser le yang du foie | disperser yang foie | descendre le yang du foie | calmer le yang du foie | yang foie dispersé";"ramener le yang vers le bas"
"4 — Stratégie thérapeutique";"disperser_chaleur";"Disperser / Clarifier la Chaleur réelle";;"disperser la chaleur | clarifier la chaleur | evacuer la chaleur | rafraichir la chaleur | purger la chaleur | eteindre le feu | chaleur a disperser | drainer la chaleur";"disperser la chaleur | clarifier la chaleur | evacuer la chaleur | rafraichir la chaleur | eteindre le feu | purger la chaleur"
"4 — Stratégie thérapeutique";"disperser_fong";"Disperser / Expulser le Fong interne";"Xi Feng — Calmer/éteindre le Vent (熄风)";"disperser le fong | expulser le fong | chasser le fong | faire sortir le fong | fong disperser | fong interne | disperser les fong | expulser les fong | chasser les fong | faire sortir les fong | disperser les fongs | expulser les fongs | disperser le vent | expulser le vent | chasser le vent | faire sortir le vent | disperser le vent interne | expulser le vent interne | chasser le vent interne | faire sortir le vent interne | pacifier le vent interne | calmer le vent interne";"fong | fongs | fong interne | vertiges par manque de yin | tremblements | tremblements des membres | mouvements involontaires | spasmes musculaires | convulsions | pouls corde | pouls en corde | pouls en corde d arc"
"4 — Stratégie thérapeutique";"disperser_oe";"Disperser l'Oé locale";"Xie Wei Qi (泻卫气)";"disperser l oe | disperser l oe locale | disperser l oe en exces | dispersion oe | vider l oe locale";
"4 — Stratégie thérapeutique";"disperser_foyer_moyen";"Disperser le Foyer Moyen (excès de Yin)";"Xie Zhong Jiao (泻中焦)";"disperser le foyer moyen | lever l exces de yin au foyer moyen | lever l exces yin foyer moyen | disperser la plenitude du foyer moyen | vider le foyer moyen | abaisser le foyer moyen | faire circuler le foyer moyen | debloquer le foyer moyen | faire circuler le rechauffeur moyen | debloquer le rechauffeur moyen";
"4 — Stratégie thérapeutique";"eliminer_tan";"Éliminer le Tan (Phlegme)";"Hua Tan (化痰)";"eliminer le tan | dissoudre le tan | resoudre le phlegme | drainer le tan | disperser le phlegme | elimination du tan | traiter le phlegme | lever le tan | transformer le phlegme | eliminer phlegme";
"4 — Stratégie thérapeutique";"equilibrer_yy";"Équilibrer le Yin/Yang général";"Tiao He Yin Yang (调和阴阳)";"equilibrer le yin yang | traiter le yy | traiter le yin yang general | equilibre yin yang | yin yang general | yy general";
"4 — Stratégie thérapeutique";"faire_circuler_qi";"Faire circuler le Qi (débloquer)";;"faire circuler le qi | relancer la circulation du qi | relancer le qi | debloquer le qi | mobiliser le qi | faire circuler l energie | relancer l energie | remettre le qi en mouvement | liberer le qi";"faire circuler le qi | faire circuler l energie | relancer la circulation du qi | debloquer le qi | relancer le qi | relancer l energie"
"4 — Stratégie thérapeutique";"faire_circuler_sang";"Faire circuler le Sang / Disperser les stases";;"faire circuler le sang | activer le sang | mobiliser le sang | disperser les stases | lever les stases | lever les stases sanguines | disperser stases sanguines | dissoudre les stases | traiter la stase sanguine | sang a faire circuler";"faire circuler le sang | activer le sang | mobiliser le sang | disperser les stases | lever les stases | sang a faire circuler"
"4 — Stratégie thérapeutique";"faire_descendre_qi";"Faire descendre le Qi (rébellion)";;"faire descendre le qi | abaisser le qi | ramener le qi vers le bas | le qi doit redescendre | abaisser le qi de l estomac | faire descendre qi estomac | faire descendre qi poumon";"faire descendre le qi | abaisser le qi | le qi doit redescendre | ramener le qi vers le bas"
"4 — Stratégie thérapeutique";"harmoniser_foie_rate";"Harmoniser Foie / Rate (Bois-Terre)";"Shu Gan Jian Pi (疏肝健脾)";"harmoniser le foie et la rate | harmoniser foie rate | calmer le foie soutenir la rate | bois terre harmonisation | harmoniser bois terre | lever l agression foie rate | foie rate dysharmonie | dysharmonie foie rate | harmoniser le bois et la terre";
"4 — Stratégie thérapeutique";"lever_humidite";"Lever l'humidité";"Qu Shi (祛湿)";"lever l humidite | disperser l humidite | drainer l humidite | eliminer l humidite | dispersion humidite | drainage humidite | assecher l humidite | transformer l humidite | chasser l humidite | resoudre l humidite";
"4 — Stratégie thérapeutique";"liberer_meridien";"Libérer / Débloquer le méridien";"Tong Jing Luo (通经络)";"liberer le meridien | debloquer le meridien | lever l obstruction meridienne | liberer la circulation meridienne | ouvrir le meridien | deverrouiller le meridien | faire circuler dans le meridien | restaurer le meridien | repermeabiliser le meridien";
"4 — Stratégie thérapeutique";"purgation";"Méthode purgation (Xia Fa)";"Xia Fa (下法)";"purgation | xia fa | methode purgation | purger | evacuer par le bas | traitement par purgation | purger les intestins";"purger la chaleur"
"4 — Stratégie thérapeutique";"sudation";"Méthode sudation (Han Fa)";"Han Fa (汗法)";"sudation | han fa | methode sudation | provoquer la sudation | ouvrir les pores | expulser par la sudation | faire transpirer | traitement par sudation";
"4 — Stratégie thérapeutique";"monter_yang_rate";"Monter le Yang de la Rate (relever le Qi)";;"monter le yang de la rate | relever le qi de la rate | relever le qi | faire monter le qi de la rate | soutenir l ascension du qi pur | relever le qi pur | monter le qi de la rate | ascending qi rate";
"4 — Stratégie thérapeutique";"nourrir_sang";"Nourrir le Sang";"Bu Xue (补血)";"nourrir le sang | tonifier le sang | soutenir le sang | nourrir le xue | renforcer le sang | reconstituer le sang | sang a nourrir | sang insuffisant a tonifier";
"4 — Stratégie thérapeutique";"nourrir_sang_coeur";"Nourrir le Sang du Cœur";"Bu Xin Xue (补心血)";"nourrir le sang du coeur | nourrir sang coeur | tonifier le sang du coeur | soutenir le sang du coeur | nourrir le coeur en sang";
"4 — Stratégie thérapeutique";"nourrir_sang_foie";"Nourrir le Sang du Foie";;"nourrir le sang du foie | nourrir sang foie | tonifier le sang du foie | soutenir le sang du foie | nourrir le foie en sang | sang du foie a nourrir | renourrir le foie | alimenter le foie en sang";
"4 — Stratégie thérapeutique";"nourrir_yin_estomac";"Nourrir le Yin de l'Estomac";"Zi Wei Yin (滋胃阴)";"nourrir le yin de l estomac | nourrir yin estomac | tonifier le yin de l estomac | humidifier l estomac | nourrir les liquides de l estomac | yin gastrique";
"4 — Stratégie thérapeutique";"nourrir_yin_coeur";"Nourrir le Yin du Cœur";"Zi Xin Yin (滋心阴)";"nourrir le yin du coeur | nourrir yin coeur | tonifier le yin du coeur | soutenir le yin du coeur | yin coeur tonifie | nourrir le coeur yin";
"4 — Stratégie thérapeutique";"nourrir_yin_foie";"Nourrir le Yin du Foie";"Zi Gan Yin (滋肝阴)";"nourrir le yin du foie | nourrir yin foie | tonifier le yin du foie | soutenir le yin du foie | yin du foie tonifie | nourrir le foie yin | yin foie | nourrir le bois yin";"yeux secs et fatigues | tendons non nourris"
"4 — Stratégie thérapeutique";"nourrir_yin_poumon";"Nourrir le Yin du Poumon";"Zi Fei Yin (滋肺阴)";"nourrir le yin du poumon | nourrir yin poumon | tonifier le yin du poumon | humidifier le poumon | nourrir le metal yin | yin poumon tonifie | humidifier les muqueuses respiratoires";
"4 — Stratégie thérapeutique";"nourrir_yin_rein";"Nourrir le Yin du Rein";"Zi Shen Yin (滋肾阴)";"nourrir le yin du rein | nourrir yin rein | tonifier le yin du rein | soutenir le yin du rein | yin du rein tonifie | nourrir l eau | nourrir la base yin | travailler sur rein yin | nourrir le rein yin | rein yin | yin du rein";"yin du rein s epuise | yin du rein faiblit | yin du rein diminue | rein manque de yin | yin renal insuffisant | yin renal epuise | rein n a plus assez de yin | essence du rein insuffisante | rein yin qui se vide | carence yin du rein | yin renal qui diminue | yin renal qui se tarit | substance yin du rein insuffisante"
"4 — Stratégie thérapeutique";"pacifier_shen";"Pacifier le Shen (Cœur)";"An Shen (安神)";"pacifier le shen | calmer le shen | shen pacifie | apaiser le coeur | calmer le coeur | soutenir le coeur | ancrer le shen | stabiliser le shen | apaiser le shen | rasseoir le shen | shen a pacifier | shen a calmer";"coeur qui n ancre plus le shen | shen non ancre | le coeur n abrite plus le shen"
"4 — Stratégie thérapeutique";"rechauffer_rate";"Réchauffer la Rate / Foyer Moyen";"Wen Pi (温脾)";"rechauffer la rate | rechauffer le foyer moyen | rechauffer rate estomac | rechauffement rate | apporter yang a la rate | yang pour rechauffer la rate | rechauffer le rechauffeur moyen | rechauffer la terre";
"4 — Stratégie thérapeutique";"reconnecter_coeur_rein";"Reconnecter l'axe Cœur–Rein (Eau-Feu)";;"reconnecter coeur rein | reconnecter l axe coeur rein | retablir l axe eau feu | retablir l axe coeur rein | reconnecter eau et feu | faire communiquer coeur et rein | harmoniser coeur et rein | harmoniser l axe eau feu";
"4 — Stratégie thérapeutique";"relancer_cycle_sheng_bois_feu";"Relancer le cycle Cheng Bois → Feu";"Mu Sheng Huo — Bois engendre Feu";"relancer cycle cheng bois feu | relancer cycle sheng bois feu | relancer bois feu | nourrir le bois pour le feu | soutenir le bois pour le coeur | relancer bois vers feu | debloquer le feu | faire circuler le feu | debloquer bois feu | foie nourrit coeur";
"4 — Stratégie thérapeutique";"relancer_cycle_sheng";"Relancer le cycle Cheng Eau → Bois";"Shui Sheng Mu — Eau engendre Bois";"relancer le cycle cheng | relancer le cycle sheng | nourrir l eau pour relancer le bois | relancer cycle cheng | relancer cycle sheng | relancer cheng eau bois | relancer sheng eau bois | nourrir eau pour bois | relancer l eau et le bois | debloquer le bois | faire circuler le bois | debloquer eau bois | relancer l eau vers le bois";
"4 — Stratégie thérapeutique";"relancer_cycle_sheng_feu_terre";"Relancer le cycle Cheng Feu → Terre";"Huo Sheng Tu — Feu engendre Terre";"relancer cycle cheng feu terre | relancer cycle sheng feu terre | relancer feu terre | nourrir le feu pour la terre | soutenir le coeur pour la rate | relancer feu vers terre | debloquer la terre par le feu | faire circuler feu terre | coeur nourrit rate";
"4 — Stratégie thérapeutique";"relancer_cycle_sheng_metal_eau";"Relancer le cycle Cheng Métal → Eau";"Jin Sheng Shui — Métal engendre Eau";"relancer cycle cheng metal eau | relancer cycle sheng metal eau | relancer metal eau | soutenir poumon pour rein | nourrir le poumon pour le rein | relancer cheng metal vers eau | relancer sheng metal vers eau | consolider le metal pour l eau | debloquer l eau par le metal | faire circuler metal eau | poumon nourrit rein";
"4 — Stratégie thérapeutique";"relancer_cycle_sheng_terre_metal";"Relancer le cycle Cheng Terre → Métal";"Tu Sheng Jin — Terre engendre Métal";"relancer cycle cheng terre metal | relancer cycle sheng terre metal | relancer terre metal | soutenir rate pour poumon | nourrir la rate pour le poumon | relancer cheng terre vers metal | relancer sheng terre vers metal | consolider la terre pour le metal | debloquer le metal par la terre | faire circuler terre metal | rate nourrit poumon";
"4 — Stratégie thérapeutique";"tonifier_foyer_superieur";"Tonifier / Soutenir le Foyer Supérieur";"Bu Shang Jiao (补上焦)";"tonifier le foyer superieur | soutenir le foyer superieur | nourrir le foyer superieur | renforcer le foyer superieur | faire circuler le foyer superieur | debloquer le foyer superieur | tonification foyer superieur | nourrir le rechauffeur superieur";
"4 — Stratégie thérapeutique";"tonifier_iong";"Tonifier l'Iong (Ying Qi)";"Bu Ying Qi (补营气)";"tonifier l iong | tonifier l iong generale | tonification iong | nourrir l iong | soutenir l iong";
"4 — Stratégie thérapeutique";"tonifier_foyer_inferieur";"Tonifier le Foyer Inférieur";"Bu Xia Jiao (补下焦)";"tonifier le foyer inferieur | soutenir le foyer inferieur | tonification foyer inferieur | renforcer le foyer inferieur | nourrir le foyer inferieur | faire circuler le foyer inferieur | debloquer le foyer inferieur | nourrir le rechauffeur inferieur";
"4 — Stratégie thérapeutique";"tonifier_qi_rate";"Tonifier le Qi de la Rate";"Bu Pi Qi (补脾气)";"tonifier le qi de la rate | tonifier qi rate | soutenir la rate | renforcer le qi de la rate | tonification qi rate | fortifier la rate | tonifier la terre | renforcer la terre";
"4 — Stratégie thérapeutique";"tonifier_qi_poumon";"Tonifier le Qi du Poumon";"Bu Fei Qi (补肺气)";"tonifier le qi du poumon | tonifier qi poumon | soutenir le poumon | renforcer le qi du poumon | tonification qi poumon | fortifier le poumon | soutenir le metal | tonifier le metal";
"4 — Stratégie thérapeutique";"tonifier_yang_rein";"Tonifier le Yang du Rein / Ming Men";"Wen Bu Shen Yang (温补肾阳)";"tonifier le yang du rein | tonifier yang rein | tonifier ming men | ranimer le feu du ming men | ranimer ming men | soutenir le yang du rein | augmenter le feu du ming men | travailler sur rein yang | nourrir le rein yang | technique rein yang | rein yang | yang du rein";"yang du rein s epuise | yang du rein faiblit | yang du rein ne suffit plus | yang du rein diminue | rein manque de yang | rein yang qui faiblit | yang renal insuffisant | yang renal en baisse | yang du rein qui se vide | rein ne rechauffe plus | rein n a plus assez de yang | yang renal epuise | carence yang du rein | rein froid | froid au rein | yang du rein ne rechauffe plus | yang du rein trop faible | yang renal trop faible | froid lombaire | lombes froides | dos froid dans le bas | urines claires et abondantes | urines claires | le rein ne gouverne plus l eau | le rein ne rechauffe plus la rate"
"4 — Stratégie thérapeutique";"tonifier_yang_general";"Tonifier le Yang général";"Bu Yang (补阳)";"tonifier le yang general | tonification yang general | soutenir le yang general | yang general tonifie | tonifier le yang | soutenir le yang | relever le yang";
"4 — Stratégie thérapeutique";"tonifier_yin_general";"Tonifier le Yin général";"Bu Yin (补阴)";"tonifier le yin general | tonification yin general | nourrir le yin general | soutenir le yin general | yin general tonifie | nourrir le grand yin | tonifier le yin | nourrir le yin | soutenir le yin";"ancrer le yang"
"4 — Stratégie thérapeutique";"traitement_local";"Traitement local (dernier temps)";;"traitement local | traitement local en dernier | local en dernier | traiter localement | traitement secondaire local";
"4 — Stratégie thérapeutique";"traiter_chao_yang";"Traiter le niveau Chao Yang (VB / TR)";"Shao Yang (少阳)";"chao yang | shao yang | niveau chao yang | niveau shao yang | traiter le chao yang | traiter le shao yang | soutenir le chao yang | soutenir le shao yang | debloquer le chao yang | debloquer le shao yang | liberer le chao yang | liberer le shao yang | travailler sur le chao yang | travailler sur le shao yang | harmoniser le chao yang | harmoniser le shao yang | tonifier le chao yang | tonifier le shao yang";"atteinte du chao yang | syndrome chao yang | demi surface demi profondeur | charniere"
"4 — Stratégie thérapeutique";"traiter_chao_yin";"Traiter le niveau Chao Yin (C / R)";"Shao Yin (少阴)";"chao yin | shao yin | niveau chao yin | niveau shao yin | traiter le chao yin | traiter le shao yin | soutenir le chao yin | soutenir le shao yin | tonifier le chao yin | tonifier le shao yin | debloquer le chao yin | debloquer le shao yin | travailler sur le chao yin | travailler sur le shao yin | nourrir le chao yin | nourrir le shao yin | axe coeur rein chao yin | axe coeur rein shao yin";"atteinte du chao yin | syndrome chao yin"
"4 — Stratégie thérapeutique";"traiter_tae_yang";"Traiter le niveau Taé Yang (V / IG)";"Tai Yang (太阳)";"tae yang | tai yang | niveau tae yang | niveau tai yang | traiter le tae yang | traiter le tai yang | soutenir le tae yang | soutenir le tai yang | debloquer le tae yang | debloquer le tai yang | liberer le tae yang | liberer le tai yang | travailler sur le tae yang | travailler sur le tai yang | tonifier le tae yang | tonifier le tai yang";"atteinte du tae yang | syndrome tae yang"
"4 — Stratégie thérapeutique";"traiter_tae_yin";"Traiter le niveau Taé Yin (P / Rt)";"Tai Yin (太阴)";"tae yin | tai yin | niveau tae yin | niveau tai yin | traiter le tae yin | traiter le tai yin | soutenir le tae yin | soutenir le tai yin | tonifier le tae yin | tonifier le tai yin | debloquer le tae yin | debloquer le tai yin | travailler sur le tae yin | travailler sur le tai yin | nourrir le tae yin | nourrir le tai yin";"atteinte du tae yin | syndrome tae yin"
"4 — Stratégie thérapeutique";"traiter_jue_yin";"Traiter le niveau Tsiué Yin (F / MC)";"Jue Yin (厥阴)";"tsieu yin | tsiue yin | niveau tsieu yin | niveau tsiue yin | jue yin | tjue yin | niveau jue yin | niveau tjue yin | traiter le tsieu yin | traiter le tsiue yin | traiter le jue yin | traiter le tjue yin | soutenir le tsieu yin | soutenir le tsiue yin | soutenir le jue yin | soutenir le tjue yin | tonifier le tsieu yin | tonifier le tsiue yin | tonifier le jue yin | tonifier le tjue yin | debloquer le tsieu yin | debloquer le tsiue yin | debloquer le jue yin | debloquer le tjue yin | nourrir le tsieu yin | nourrir le tsiue yin | nourrir le jue yin | nourrir le tjue yin | travailler sur le tsieu yin | travailler sur le tsiue yin | travailler sur le jue yin | travailler sur le tjue yin | axe foie maitre coeur tsieu yin";"atteinte du tsieu yin | atteinte du tsiue yin | syndrome tsieu yin | syndrome tsiue yin"
"4 — Stratégie thérapeutique";"traiter_yang_apparent";"Traiter le Yang apparent / Feu apparent (vide de Yin)";"Zi Yin Jiang Huo (滋阴降火)";"yang apparent | feu apparent | chaleur apparente | echauffement par vide de yin | chaleur par vide de yin | feu par vide de yin | yang apparent par vide de yin | traiter le yang apparent | traiter le feu apparent | nourrir le yin pour calmer le feu | nourrir le yin pour eteindre le feu | clarifier le feu du vide | clarifier feu vide | traiter le feu du vide | nourrir le yin pour clarifier";"chaleur apparente | yang apparent par vide de yin | yang qui flotte par manque de yin | faux yang | chaleur fictive | yang monte par manque de yin | yang apparent de vb | yang apparent vb | faux yang de vb | faux yang vb | yang flottant de vb | yang non ancre vb | yang de vb qui monte | yang vb montant | yang apparent du foie | yang apparent foie | faux yang du foie | yang flottant du foie | yang apparent du rein | faux yang du rein | chaleur sur vide de yin | feu sur vide de yin | yang monte car le yin ne retient plus | langue rouge sans enduit"
"4 — Stratégie thérapeutique";"consolider_yang_ming";"Traiter le Yang Ming / Grand Yang Ming (E / GI)";"Bu Yang Ming";"consolider le yang ming | soutenir le yang ming | tonifier le yang ming | yang ming | grand yang ming | technique yang ming | travailler sur le yang ming | traiter le yang ming | niveau yang ming | debloquer le yang ming | liberer le yang ming";"selles molles le matin | diarrhee entre 5h et 7h | atteinte du yang ming | syndrome yang ming"
"4 — Stratégie thérapeutique";"traiter_yin_apparent";"Traiter le Yin apparent / Froid apparent (vide de Yang)";"Wen Yang Qu Han (温阳祛寒)";"yin apparent | froid apparent | froid par vide de yang | yin apparent par vide de yang | froid apparent par vide de yang | traiter le yin apparent | traiter le froid apparent | tonifier le yang pour chasser le froid | rechauffer le yang";
"4 — Stratégie thérapeutique";"traiter_ko_pathologique";"Traiter un cycle Ko pathologique (attaque)";"Ke — Cycle de contrôle pathologique";"ko pathologique | cycle ko pathologique | attaque par le cycle ko | disperser l element agresseur | soutenir l element attaque | bois attaque terre | eau attaque feu | feu attaque metal | metal attaque bois | terre attaque eau | traiter le cycle ko pathologique";"foie agresse la rate | foie envahit la rate | foie attaque la rate | foie bois en exces affecte la terre | colere affecte l estomac"
"5 — Pathologie / Motif";"acne";"Acné / Imperfections cutanées";;"acne | boutons | imperfection cutanee | peau grasse | couperose | rougeurs cutanees | peau impure";
"5 — Pathologie / Motif";"acouphenes";"Acouphènes / Bourdonnements d'oreille";;"acouphene | acouphenes | bourdonnement | bourdonnements | bourdonnement d oreille | bourdonnements d oreille | tinnitus | sifflement oreille | sifflements oreille";"bourdonnements vide | oreilles bourdonnement par vide"
"5 — Pathologie / Motif";"alopecie";"Alopécie / Chute de cheveux";;"alopecie | chute de cheveux | perte de cheveux | calvitie | cheveux qui tombent | clairseme | perte capillaire | cheveux fragiles";
"5 — Pathologie / Motif";"anxiete";"Anxiété / Stress";;"anxiete | stress | angoisse | angoisses | nervosité | nervosité excessive | agitation | irritabilite | burn out | burnout | epuisement professionnel";"stress affecte la digestion | colere affecte la digestion | tension emotionnelle perturbe la digestion | stress perturbe la digestion | tremblements | mouvements involontaires | convulsions"
"5 — Pathologie / Motif";"arthralgie";"Arthralgie / Arthrite / Goutte";;"arthralgie | arthralgies | arthrite | arthrites | douleur articulaire | douleurs articulaires | polyarthrite | rhumatisme | rhumatismes | goutte | crise de goutte | hyperuricemie";
"5 — Pathologie / Motif";"asthme";"Asthme / Dyspnée";;"asthme | dyspnee | essoufflement | difficulte respiratoire | difficultes respiratoires | oppression thoracique | souffle court | gene respiratoire";
"5 — Pathologie / Motif";"ballonnements";"Ballonnements / Distension abdominale";;"ballonnement | ballonnements | distension abdominale | gaz intestinaux | flatulences | meteorisme | ventre gonflé | ventre gonfle | abdomen distendu";
"5 — Pathologie / Motif";"bouffees_chaleur";"Bouffées de chaleur";;"bouffee de chaleur | bouffees de chaleur | flush | montee de chaleur | montees de chaleur | chaleur montante soudaine | chaleur soudaine";
"5 — Pathologie / Motif";"cephalees";"Céphalées / Migraines";;"cephalee | cephalees | migraine | migraines | mal de tete | maux de tete | mal a la tete | douleur cephalique | cephalee temporale | cephalee frontale | cephalee occipitale | algie de la face";
"5 — Pathologie / Motif";"cervicalgie";"Cervicalgie / Douleur cervicale";;"cervicalgie | cervicalgies | douleur cervicale | douleurs cervicales | douleur au cou | douleur dans le cou | raideur cervicale | raideur du cou | torticolis | nuque douloureuse | nuque raide";
"5 — Pathologie / Motif";"constipation";"Constipation";;"constipation | constipations | selles dures | transit lent | difficulte a aller a la selle";
"5 — Pathologie / Motif";"depression";"Dépression / Mélancolie";;"depression | depressions | deprime | abattement | melancolie | tristesse persistante | humeur sombre";"deuil non fait | tristesse profonde | tristesse | chagrin | melancolie | nostalgie envahissante"
"5 — Pathologie / Motif";"diarrhees";"Diarrhées / Transit accéléré";;"diarrhee | diarrhees | selles molles | selles liquides | transit accelere | colon irritable | intestin irritable | syndrome intestin irritable | sii | colite";"diarrhee 5h matin | diarrhee tot le matin | va a la selle le matin | selles molles le matin | diarrhee a l aube | diarrhee entre 5h et 7h | transit le matin de bonne heure"
"5 — Pathologie / Motif";"douleur_thoracique";"Douleur thoracique / Oppression";;"douleur thoracique | douleurs thoraciques | oppression thoracique | oppression de poitrine | serrement poitrine | douleur poitrine | angine de poitrine | angor | douleur precordiale";
"5 — Pathologie / Motif";"dysmenorrhee";"Dysménorrhée / Règles douloureuses";;"dysmenorrhee | regles douloureuses | douleurs menstruelles | crampes menstruelles | douleurs regles | douleur regles | douleur pendant les regles | algodysmenorrhee";
"5 — Pathologie / Motif";"eczema";"Eczéma / Prurit / Dermatite";;"eczema | dermatite | prurit | demangeaison | demangeaisons | psoriasis | urticaire | eruption cutanee";
"5 — Pathologie / Motif";"enuresie";"Énurésie / Incontinence nocturne";;"enuresie | pipi au lit | incontinence nocturne | mictions nocturnes involontaires | lit mouille nuit";
"5 — Pathologie / Motif";"epaule_douloureuse";"Épaule douloureuse";;"epaule douloureuse | douleur epaule | douleur a l epaule | douleur de l epaule | blocage epaule | epaule bloquee | epaule droite | epaule gauche";
"5 — Pathologie / Motif";"fatigue";"Fatigue / Asthénie";;"fatigue | fatigues | asthenie | epuisement | manque d energie | manque d energies | fatigue chronique | fatigue generale | grande fatigue | tres fatigue";
"5 — Pathologie / Motif";"fibromyalgie";"Fibromyalgie / Douleurs diffuses";;"fibromyalgie | fibromyalgies | douleur diffuse | douleurs diffuses | syndrome douloureux diffus | douleur generalisee";
"5 — Pathologie / Motif";"gonalgie";"Gonalgie / Douleur de genou";;"gonalgie | gonalgies | douleur genou | douleur au genou | douleurs genou | douleur du genou | genou douloureux | genou droit | genou gauche | chondropathie | menisque";"genou qui craque"
"5 — Pathologie / Motif";"hyperactivite";"Hyperactivité / TDAH";;"hyperactivite | tdah | deficit d attention | trouble attention | difficulte de concentration | hyperactivite avec deficit attention | agitation enfant";
